문화시설명,주제분류,문화분류,주소,자치구,행정동명,행정동ID_8자리,위도,경도,무료여부,관람시간,휴관일,객석수,전화번호,홈페이지,매칭거리_m,매칭품질
강동구립성내도서관,도서관,도서관,서울특별시 강동구 성안로 106-1,강동구,성내제3동,11250670,37.5328454696729,127.133342998226,무료,,"매주 월요일, 일요일을 제외한 법정공휴일",,02-471-0044,https://www.gdlibrary.or.kr/web/menu/10006/program/30002/dataStatus.do?siteCd=snlib,20.6,양호
호원아트홀,공연장,공연시설,서울특별시 강동구 성안로 30,강동구,성내제3동,11250670,37.5262902042304,127.130305009671,무료,,없음,,02-482-8794,https://blog.naver.com/enter_pf,49.9,양호
강동구립암사도서관,도서관,도서관,서울특별시 강동구 고덕로20길 42,강동구,암사제1동,11250720,37.5528330245657,127.133365473246,무료,,"매주 월요일, 법정 공휴일",,02-429-0476,http://www.gdlibrary.or.kr/aslib/,13.3,양호
한국점자도서관,도서관,도서관,서울특별시 강동구 상암로4가길 32,강동구,암사제2동,11250580,37.5507339924066,127.124858314859,무료,오전 9시 ~ 오후 6시,매주 토/일요일 및 국가공휴일,,02-3426-7411~4,http://infor.kbll.or.kr/,46.9,양호
암사동선사유적박물관,박물관/기념관,전시시설,서울특별시 강동구 올림픽로 875,강동구,암사제3동,11250590,37.5598538144,127.1308315505,유료,,"매년 1월1일, 매주 월요일",,02-3425-6520,http://sunsa.gangdong.go.kr/site/main/home,65.3,양호
강동구민회관,기타,기타문화,서울특별시 강동구 상암로 168,강동구,천호제1동,11250610,37.5458583,127.1411875,무료,,정보없음,,02-488-5542,https://www.igangdong.or.kr/page/ce/ce_0101.asp,70.5,양호
강동구립해공도서관,도서관,도서관,서울특별시 강동구 올림픽로 702,강동구,천호제2동,11250730,37.5439476727563,127.125538378702,무료,,"매주 화요일, 법정공휴일, 관장이 인정한 날",,02-478-9656,https://www.gdlibrary.or.kr/web/menu/10010/program/30002/dataStatus.do?siteCd=hglib,155.3,양호
광진교 8번가,기타,기타문화,서울 강동구 천호동 527-2,강동구,천호제2동,11250730,37.5451462595072,127.112687934633,무료,,매주 월요일,,02-476-0722,https://riverview8.co.kr,842.4,확인필요
강동구립천호도서관,도서관,도서관,"서울특별시 강동구 성안로31마길 1, 2층",강동구,천호제3동,11250630,37.5405232247297,127.134081513483,무료,,"매주 월요일, 법정공휴일, 관장이 인정한 날",,02-488-7223,https://www.gdlibrary.or.kr/web/menu/10022/program/30002/dataStatus.do?siteCd=chlib,48.5,양호
강북문화정보도서관,도서관,도서관,서울특별시 강북구 오현로 145,강북구,번2동,11090610,37.6251153938762,127.036079668809,무료,공연에 따라 다름,"둘째, 넷째 월요일, 정부지정 공휴일","공연장1개, 152석",02-944-3100,https://www.gblib.or.kr/gangbuk/,62.0,양호
북서울꿈의숲 상상톡톡미술관,미술관/갤러리,전시시설,서울특별시 강북구 월계로 173,강북구,번2동,11090610,37.62254520644527,127.04139068396869,유료,,매주 월요일,,02-2289-5445,https://www.sejongpac.or.kr/dfac/main/contents.do?menuNo=1200025,412.0,주의
북서울꿈의숲아트센터,공연장,공연시설,서울특별시 강북구 월계로 173,강북구,번3동,11090620,37.6202544613023,127.044324732036,유료,,연중무휴,,02-2289-5401,https://www.sejongpac.or.kr/dfac/main/main.do,70.7,양호
북서울꿈의숲아트센터 드림갤러리,미술관/갤러리,전시시설,서울특별시 강북구 월계로 173,강북구,번3동,11090620,37.6202544613023,127.044324732036,유료,,월요일,,02-2289-5401,https://www.sejongpac.or.kr/dfac/main/contents.do?menuNo=1200024,70.7,양호
북서울꿈의숲아트센터 퍼포먼스홀,공연장,공연시설,서울특별시 강북구 월계로 173,강북구,번3동,11090620,37.6202544613023,127.044324732036,유료,,매주 월요일,,02-2289-5401,https://www.sejongpac.or.kr/dfac/main/main.do,70.7,양호
서울문화예술교육센터 강북,기타,기타문화,서울특별시 강북구 솔샘로48길 14,강북구,삼각산동,11090730,37.6195551709225,127.017722183323,무료,,추후 공지,,02-2105-2314,https://www.sfac.or.kr/artspace/artspace/gangbuk_main.do,50.5,양호
솔샘문화정보도서관,도서관,도서관,서울 강북구 솔샘로 177 솔샘문화정보센타,강북구,삼양동,11090690,37.6204776505226,127.012402476037,무료,,"첫째, 셋째 월요일, 정부지정 공휴일",,02-944-3150,https://www.gblib.or.kr/solsem/,30.2,양호
송중문화정보도서관,도서관,도서관,서울특별시 강북구 도봉로20나길 6,강북구,송중동,11090710,37.6183204133122,127.02997562583,유료,,"첫째, 셋째 월요일, 정부지정 공휴일",,02-944-3160,https://www.gblib.or.kr/songjung/,27.8,양호
강북청소년문화정보도서관,도서관,도서관,서울 강북구 삼양로54길 68 강북청소년문화정보센터,강북구,송천동,11090720,37.6230813586229,127.021555480923,무료,"평일 09:00~20:00, 주말 09:00~17:00","매월 둘째, 넷째 월요일, 정부지정 공휴일",,02-944-3140,https://www.gblib.or.kr/youth/index.do,34.3,양호
수유문화정보도서관,도서관,도서관,서울특별시 강북구 삼양로 299,강북구,수유1동,11090630,37.63005160395,127.017559390621,무료,,"첫째, 셋째 월요일, 공휴일",,02-944-3170,https://www.gblib.or.kr/suyu/index.do,28.4,양호
koldsleep 콜드슬립,기타,기타문화,서울 강북구 인수봉로 301 1층,강북구,우이동,11090740,37.6456350743682,127.010445714014,무료,,휴관일 없음,,없음,https://www.koldsleep.com/,41.4,양호
강북솔밭국악당,공연장,공연시설,서울 강북구 삼양로 579 화성빌딩 B01호,강북구,우이동,11090740,37.6546970306366,127.012710626694,무료,,별도없음,,070-8282-7119,https://blog.naver.com/kgtart,42.8,양호
근현대사기념관,박물관/기념관,전시시설,서울특별시 강북구 4.19로 114,강북구,우이동,11090740,37.6434410661945,127.002830628534,무료,,"매주 월요일 (단, 월요일이 공휴일인 경우 다음날인 화요일에 휴관),  1월 1일, 설, 추석 연휴, 강북구청이 지정한 날",,02-903-7580,http://mhmh.or.kr,58.3,양호
봉황각,박물관/기념관,전시시설,서울특별시 강북구 삼양로173길 107-12,강북구,우이동,11090740,37.6601985055374,127.006060325301,무료,,연중무휴,,02-993-2391,없음,119.8,양호
윤극영가옥,박물관/기념관,전시시설,서울특별시 강북구 인수봉로84길 5,강북구,우이동,11090740,37.6464710578,127.010881739751,무료,,매주 월요일 / 설?추석 당일,,070-8992-9720,https://yoonkyhouse.com/,34.6,양호
강북문화예술회관,문화예술회관,공연시설,서울특별시 강북구 삼각산로 85,강북구,인수동,11090750,37.6409897866256,127.013878144422,무료,,매월 둘째주 넷째주 일요일 및 법정 국?공휴일,,02-944-3060,https://www.gbcmc.or.kr/fmcs/25,36.0,양호
LG아트센터 서울,공연장,공연시설,서울특별시 강서구 마곡중앙로 136 LG아트센터 서울,강서구,가양제1동,11160751,37.5653629860767,126.829388763217,유료,평일 : 오전9시 ~ 오후6시,월요일,,1661-0017,https://www.lgart.com/home/ko/main,161.2,양호
겸재정선미술관,미술관/갤러리,전시시설,서울특별시 강서구 양천로47길 36,강서구,가양제1동,11160751,37.5722229700452,126.838412024868,유료,,"매주월요일,1월1일,설날,추석당일",,02-2659-2206,https://culture.gangseo.seoul.kr/gsfc/main/contents.do?menuNo=800054,45.7,양호
스페이스K 서울,미술관/갤러리,전시시설,"서울특별시 강서구 마곡중앙8로 32, 스페이스K 서울",강서구,가양제1동,11160751,37.5610929270592,126.830974669978,유료,,매주 월요일,,02-3665-8918,https://spacek.co.kr,11.1,양호
허준박물관,박물관/기념관,전시시설,서울특별시 강서구 허준로 87,강서구,가양제1동,11160751,37.5678724473689,126.851031243879,무료,,"매주 월요일, 1월 1일, 설날ㆍ추석 당일",,02-3661-8686,https://culture.gangseo.seoul.kr/gsfc/main/contents.do?menuNo=800119,96.9,양호
서울시어울림플라자,기타,기타문화,서울특별시 강서구 공항대로 489,강서구,등촌제1동,11160520,37.5535154167762,126.861449995331,무료,,"매주 월요일, 공휴일",,02-3663-5123,https://seouleoullim.or.kr/ ,41.1,양호
트웰브즈,미술관/갤러리,전시시설,서울 강서구 양천로 532 15층 1501호,강서구,등촌제1동,11160520,37.5588549952776,126.858262624754,무료,,"매주 월요일, 공휴일 ",,02-6958-8417,https://www.instagram.com/twelves.art,97.1,양호
서울특별시교육청 강서도서관,도서관,도서관,서울특별시 강서구 등촌로51나길 29,강서구,등촌제2동,11160530,37.547903018109,126.859927719639,무료,,"정기휴관일 : 매월 첫째, 셋째 금요일 법정 공휴일",,02-3219-7000,http://gslib.sen.go.kr/,60.3,양호
아울 갤러리,미술관/갤러리,전시시설,서울특별시 강서구 곰달래로59길 67,강서구,등촌제2동,11160530,37.5354010758952,126.862655449678,무료,,매주 월요일,,070-5208-8999,http://www.aowlgallery.com/,46.0,양호
스카이아트홀,공연장,공연시설,서울특별시 강서구 화곡로63길 65,강서구,등촌제3동,11160540,37.5579738421304,126.849189076142,유료,,일요일,,02-2657-9757,http://skyarthall.co.kr/w/01.html,30.1,양호
서울퓨처랩,기타,기타문화,"서울특별시 강서구 마곡중앙5로 9, 지하 1층",강서구,방화제1동,11160700,37.5660114536639,126.82692745642,무료,,"매주 월요일, 법정(임시)공휴일",,02-2063-3461,https://gov.seoul.go.kr/futurelab/,65.0,양호
코엑스마곡,기타,기타문화,서울특별시 강서구 마곡중앙로 143,강서구,방화제1동,11160700,37.5647750742195,126.825252880539,무료,,없음,,02-767-6000,https://coexmagok.co.kr/,71.3,양호
강서구립길꽃어린이도서관,도서관,도서관,서울특별시 강서구 금낭화로24길 5,강서구,방화제3동,11160761,37.5787189637477,126.813657528897,무료,,"매주 월요일, 일요일을 제외한 법정공휴일",,02-2663-4764~5,https://gilkkot.gangseo.seoul.kr/,53.9,양호
국립국어원 우리말 꿈터,기타,기타문화,서울특별시 강서구 금낭화로 154 국립국어원 1층 ,강서구,방화제3동,11160761,37.579155054659,126.81383542564,무료,,"토ㆍ일요일, 관공서의 공휴일",,02-2669-9686,https://www.korean.go.kr/front/page/pageView.do?page_id=P000461&mn_id=200,76.4,양호
아리향기 작은도서관,도서관,도서관,서울 강서구 양천로67가길 63 염창동주민센터 2층,강서구,염창동,11160510,37.5537713605699,126.870965709884,무료,,공휴일,,02-2600-7326,https://lib.gangseo.seoul.kr/SmallLibrary,23.1,양호
강서구민회관,기타,기타문화,서울특별시 강서구 우장산로 66,강서구,우장산동,11160740,37.5534364240863,126.843648918555,유료,,프로그램발 상이,,02-3664-6046,https://www.gssi.or.kr/html/07010101,59.0,양호
강서문화원,문화원,공연시설,서울특별시 강서구 가로공원로 195,강서구,화곡제1동,11160730,37.537543087798,126.837642139084,무료,,"일요일, 공휴일, 국경일",, 02-2692-4266,http://www.kcc2000.or.kr,21.3,양호
강서아트리움,문화예술회관,공연시설,서울특별시 강서구 가로공원로 195,강서구,화곡제1동,11160730,37.537543087798,126.837642139084,무료,,"공휴일, 일요일",,02-2692-4266,https://culture.gangseo.seoul.kr/gsfc/main/contents.do?menuNo=800010,21.3,양호
기생충박물관,박물관/기념관,전시시설,서울특별시 강서구 화곡로 333,강서구,화곡제6동,11160610,37.5536201368903,126.850750096253,무료,,"일요일, 공휴일, 창립기념일(11월 7일)",,02-2601-3284,http://www.parasite.or.kr/,64.9,양호
극장작당모의,기타,기타문화,서울 관악구 봉천로 544-1 지하1층,관악구,낙성대동,11210580,37.4782332283983,126.958176442387,유료,,홈페이지 확인,,0507-1365-4170,https://www.instagram.com/zakdang_0701,36.2,양호
낙성대공원도서관,도서관,도서관,서울특별시 관악구 낙성대로 77,관악구,낙성대동,11210580,37.4719720770814,126.959370998377,무료,,"매주월요일,일요일을 제외한 법정공휴일 ",,02-872-5575,https://gfac.or.kr/site/main/content/library07?tab=07,3.5,양호
서울시민대학 다시가는 캠퍼스,기타,기타문화,서울특별시 관악구 낙성대로 70,관악구,낙성대동,11210580,37.4722178724298,126.958335234959,무료,,"매주 주말, 공휴일 등",,02-889-6430,https://sll.seoul.go.kr/,51.6,양호
싱글벙글교육센터,기타,기타문화,서울특별시 관악구 남부순환로234길 73,관악구,낙성대동,11210580,37.4760962512417,126.956288055678,무료,,법정공휴일,,02-878-1114,https://gfac.or.kr/site/main/content/educationCenter,24.9,양호
서울시립 남서울미술관,미술관/갤러리,전시시설,서울특별시 관악구 남부순환로 2076,관악구,남현동,11210630,37.4760535374985,126.979465861688,무료,평일(화~금) 오전 10시 ~ 오후 8시 (관람 종료 1시간 전까지 입장)<br>토 ? 일 ? 공휴일 오전 10시~오후 6시,"1월 1일 , 매주 월요일(월요일이 공휴일인 경우 정상 개관)",,02-598-6246,https://sema.seoul.go.kr/kr/visit/namseoul,52.8,양호
관악아트홀,문화예술회관,공연시설,서울특별시 관악구 신림로3길 35,관악구,대학동,11210730,37.4675533645757,126.944962394132,무료,,없음,,02-828-5854,https://www.instagram.com/gwanak_arthall/,107.2,양호
관악중앙도서관,도서관,도서관,서울특별시 관악구 신림로3길 35,관악구,대학동,11210730,37.4675533645757,126.944962394132,무료,,"매주월요일, 법정공휴일(일요일제외)",,02-828-5700(내선 1번),https://lib.gwanak.go.kr/galib/menu/10080/contents/40031/contents.do,107.2,양호
관악청년청,기타,기타문화,서울특별시 관악구 신림로3길 35,관악구,대학동,11210730,37.4675533645757,126.944962394132,무료,,"월요일, 공휴일 휴무",,02-883-8116,https://www.checkin-gwanak.or.kr/main/,107.2,양호
관악청소년센터,기타,기타문화,서울특별시 관악구 신림로23길 17,관악구,대학동,11210730,37.4702439018707,126.935243319909,무료,,"일요일, 공휴일",,02-870-7650,https://booking.gwanakgongdan.or.kr/booking/1580,47.5,양호
서울대학교 미술관,미술관/갤러리,전시시설,서울특별시 관악구 관악로 1,관악구,대학동,11210730,37.4662872666604,126.94815644252,무료,10:00~18:00,"월요일, 개교기념일(10월15일), 1월 1일, 구정 당일, 추석 당일, 전시준비기간",,02-880-9504,http://www.snumoa.org,62.2,양호
서울대학교 음악대학 예술관,공연장,공연시설,서울특별시 관악구 관악로 1. 서울대학교 49동,관악구,대학동,11210730,37.4662872666604,126.94815644252,무료,,공휴일의 경우 운영시간 지정,,02-880-7916,https://music.snu.ac.kr/content/arts_center,62.2,양호
서울대학교박물관,박물관/기념관,전시시설,서울특별시 관악구 관악로 1,관악구,대학동,11210730,37.4662872666604,126.94815644252,무료,,"일요일, 월요일, 국정공휴일, 개교기념일(10월 15일)",,02-880-5333,http://museum.snu.ac.kr,62.2,양호
